1.488000000000000078e+01,1.457000000000000028e+01,8.810999999999999943e-01,5.554000000000000270e+00,3.333000000000000185e+00,1.018000000000000016e+00,4.956000000000000405e+00
1.468999999999999950e+01,1.449000000000000021e+01,8.799000000000000155e-01,5.562999999999999723e+00,3.258999999999999897e+00,3.585999999999999854e+00,5.219000000000000306e+00
1.402999999999999936e+01,1.416000000000000014e+01,8.796000000000000485e-01,5.437999999999999723e+00,3.201000000000000068e+00,1.717000000000000082e+00,5.001000000000000334e+00
1.399000000000000021e+01,1.383000000000000007e+01,9.183000000000000052e-01,5.118999999999999773e+00,3.383000000000000007e+00,5.233999999999999986e+00,4.780999999999999694e+00
1.410999999999999943e+01,1.425999999999999979e+01,8.721999999999999753e-01,5.519999999999999574e+00,3.168000000000000149e+00,2.688000000000000167e+00,5.219000000000000306e+00
1.301999999999999957e+01,1.375999999999999979e+01,8.640999999999999792e-01,5.394999999999999574e+00,3.025999999999999801e+00,3.373000000000000220e+00,4.825000000000000178e+00
1.549000000000000021e+01,1.493999999999999950e+01,8.723999999999999533e-01,5.756999999999999673e+00,3.370999999999999996e+00,3.411999999999999922e+00,5.227999999999999758e+00
1.619999999999999929e+01,1.526999999999999957e+01,8.733999999999999542e-01,5.825999999999999623e+00,3.463999999999999968e+00,2.822999999999999954e+00,5.527000000000000135e+00
1.350000000000000000e+01,1.384999999999999964e+01,8.851999999999999869e-01,5.350999999999999979e+00,3.157999999999999918e+00,2.249000000000000110e+00,5.176000000000000156e+00
1.535999999999999943e+01,1.475999999999999979e+01,8.860999999999999988e-01,5.700999999999999623e+00,3.392999999999999794e+00,1.366999999999999993e+00,5.131999999999999673e+00
1.577999999999999936e+01,1.491000000000000014e+01,8.922999999999999821e-01,5.674000000000000377e+00,3.434000000000000163e+00,5.592999999999999972e+00,5.136000000000000121e+00
1.446000000000000085e+01,1.434999999999999964e+01,8.818000000000000282e-01,5.387999999999999901e+00,3.376999999999999780e+00,2.802000000000000046e+00,5.043999999999999595e+00
1.123000000000000043e+01,1.263000000000000078e+01,8.840000000000000080e-01,4.902000000000000135e+00,2.879000000000000004e+00,2.269000000000000128e+00,4.703000000000000291e+00
1.433999999999999986e+01,1.436999999999999922e+01,8.726000000000000423e-01,5.629999999999999893e+00,3.189999999999999947e+00,1.312999999999999945e+00,5.150000000000000355e+00
1.683999999999999986e+01,1.566999999999999993e+01,8.622999999999999554e-01,5.998000000000000220e+00,3.483999999999999986e+00,4.674999999999999822e+00,5.876999999999999780e+00
1.732000000000000028e+01,1.591000000000000014e+01,8.598999999999999977e-01,6.064000000000000057e+00,3.403000000000000025e+00,3.823999999999999844e+00,5.921999999999999709e+00
1.871999999999999886e+01,1.619000000000000128e+01,8.977000000000000535e-01,6.006000000000000227e+00,3.857000000000000206e+00,5.323999999999999844e+00,5.878999999999999559e+00
1.887999999999999901e+01,1.626000000000000156e+01,8.969000000000000306e-01,6.083999999999999631e+00,3.763999999999999790e+00,1.649000000000000021e+00,6.108999999999999986e+00
1.876000000000000156e+01,1.619999999999999929e+01,8.983999999999999764e-01,6.171999999999999709e+00,3.795999999999999819e+00,3.120000000000000107e+00,6.052999999999999936e+00
1.930999999999999872e+01,1.658999999999999986e+01,8.814999999999999503e-01,6.341000000000000192e+00,3.810000000000000053e+00,3.476999999999999869e+00,6.238000000000000433e+00
1.798999999999999844e+01,1.585999999999999943e+01,8.991999999999999993e-01,5.889999999999999680e+00,3.693999999999999950e+00,2.068000000000000060e+00,5.836999999999999744e+00
1.885000000000000142e+01,1.617000000000000171e+01,9.055999999999999606e-01,6.152000000000000135e+00,3.806000000000000050e+00,2.842999999999999972e+00,6.200000000000000178e+00
1.937999999999999901e+01,1.671999999999999886e+01,8.716000000000000414e-01,6.302999999999999936e+00,3.790999999999999925e+00,3.677999999999999936e+00,5.964999999999999858e+00
1.896000000000000085e+01,1.619999999999999929e+01,9.076999999999999513e-01,6.051000000000000156e+00,3.896999999999999797e+00,4.333999999999999631e+00,5.750000000000000000e+00
1.814000000000000057e+01,1.612000000000000099e+01,8.771999999999999797e-01,6.059000000000000163e+00,3.563000000000000167e+00,3.619000000000000217e+00,6.011000000000000121e+00
1.864999999999999858e+01,1.641000000000000014e+01,8.698000000000000176e-01,6.285000000000000142e+00,3.593999999999999861e+00,4.391000000000000014e+00,6.102000000000000313e+00
1.894000000000000128e+01,1.632000000000000028e+01,8.941999999999999948e-01,6.144000000000000128e+00,3.825000000000000178e+00,2.907999999999999918e+00,5.948999999999999844e+00
1.735999999999999943e+01,1.575999999999999979e+01,8.784999999999999476e-01,6.144999999999999574e+00,3.573999999999999844e+00,3.525999999999999801e+00,5.971000000000000085e+00
1.332000000000000028e+01,1.393999999999999950e+01,8.612999999999999545e-01,5.541000000000000369e+00,3.072999999999999954e+00,7.035000000000000142e+00,5.440000000000000391e+00
1.142999999999999972e+01,1.313000000000000078e+01,8.335000000000000187e-01,5.176000000000000156e+00,2.718999999999999861e+00,2.221000000000000085e+00,5.131999999999999673e+00
1.200999999999999979e+01,1.351999999999999957e+01,8.248999999999999666e-01,5.405000000000000249e+00,2.775999999999999801e+00,6.991999999999999993e+00,5.269999999999999574e+00
1.133999999999999986e+01,1.286999999999999922e+01,8.596000000000000307e-01,5.052999999999999936e+00,2.849000000000000199e+00,3.346999999999999975e+00,5.003000000000000114e+00
1.201999999999999957e+01,1.333000000000000007e+01,8.502999999999999448e-01,5.349999999999999645e+00,2.810000000000000053e+00,4.270999999999999908e+00,5.307999999999999829e+00
1.243999999999999950e+01,1.358999999999999986e+01,8.461999999999999522e-01,5.318999999999999950e+00,2.896999999999999797e+00,4.924000000000000377e+00,5.269999999999999574e+00
1.155000000000000071e+01,1.309999999999999964e+01,8.455000000000000293e-01,5.166999999999999815e+00,2.845000000000000195e+00,6.714999999999999858e+00,4.956000000000000405e+00
1.125999999999999979e+01,1.300999999999999979e+01,8.355000000000000204e-01,5.185999999999999943e+00,2.709999999999999964e+00,5.334999999999999964e+00,5.091999999999999638e+00
1.246000000000000085e+01,1.341000000000000014e+01,8.706000000000000405e-01,5.235999999999999766e+00,3.016999999999999904e+00,4.987000000000000099e+00,5.147000000000000242e+00
1.181000000000000050e+01,1.344999999999999929e+01,8.197999999999999732e-01,5.413000000000000256e+00,2.716000000000000192e+00,4.897999999999999687e+00,5.352000000000000313e+00
1.126999999999999957e+01,1.285999999999999943e+01,8.562999999999999501e-01,5.091000000000000192e+00,2.803999999999999826e+00,3.984999999999999876e+00,5.001000000000000334e+00
1.278999999999999915e+01,1.352999999999999936e+01,8.786000000000000476e-01,5.224000000000000199e+00,3.053999999999999826e+00,5.482999999999999652e+00,4.958000000000000185e+00
1.266999999999999993e+01,1.332000000000000028e+01,8.977000000000000535e-01,4.983999999999999986e+00,3.134999999999999787e+00,2.299999999999999822e+00,4.745000000000000107e+00
1.123000000000000043e+01,1.288000000000000078e+01,8.510999999999999677e-01,5.139999999999999680e+00,2.794999999999999929e+00,4.325000000000000178e+00,5.003000000000000114e+00
